ob_time,target_wind_speed,target_wind_direction
1991-07-17 14:00:00,4.8,231.0
1991-07-17 15:00:00,2.72,203.0
1991-07-17 16:00:00,2.34,190.0
1991-07-17 17:00:00,3.5,161.0
1991-07-17 18:00:00,7.96,158.0
1991-07-17 19:00:00,5.77,148.0
1991-07-17 20:00:00,8.21,158.0
1991-07-17 21:00:00,9.03,155.0
1991-07-17 22:00:00,6.34,154.0
1991-07-17 23:00:00,6.3,154.0
1991-07-18 00:00:00,8.45,154.0
1991-07-18 01:00:00,9.49,143.0
1991-07-18 02:00:00,10.74,129.0
1991-07-18 03:00:00,9.91,143.0
1991-07-18 04:00:00,10.19,148.0
1991-07-18 05:00:00,9.97,136.0
1991-07-18 06:00:00,9.72,124.0
1991-07-18 07:00:00,9.43,144.0
1991-07-18 08:00:00,9.36,171.0
1991-07-18 09:00:00,12.48,180.0
1991-07-18 10:00:00,13.2,200.0
1991-07-18 11:00:00,11.57,204.0
1991-07-18 12:00:00,12.09,204.0
1991-07-18 13:00:00,11.51,203.0
1991-07-18 14:00:00,11.79,209.0
1991-07-18 15:00:00,12.99,206.0
1991-07-18 16:00:00,9.81,210.0
1991-07-18 17:00:00,14.61,206.0
1991-07-18 18:00:00,14.86,207.0
1991-07-18 19:00:00,14.23,209.0
1991-07-18 20:00:00,13.98,206.0
1991-07-18 21:00:00,13.44,206.0
1991-07-18 22:00:00,11.62,203.0
1991-07-18 23:00:00,10.35,204.0
1991-07-19 00:00:00,10.02,211.0
1991-07-19 01:00:00,9.3,217.0
1991-07-19 02:00:00,8.33,218.0
1991-07-19 03:00:00,8.12,217.0
1991-07-19 04:00:00,8.61,213.0
1991-07-19 05:00:00,8.95,207.0
1991-07-19 06:00:00,8.47,223.0
1991-07-19 07:00:00,9.39,223.0
1991-07-19 08:00:00,8.3,223.0
1991-07-19 09:00:00,6.92,223.0
1991-07-19 10:00:00,6.0,217.0
1991-07-19 11:00:00,6.75,210.0
1991-07-19 12:00:00,7.12,213.0
1991-07-19 13:00:00,7.55,209.0
1991-07-19 14:00:00,7.79,207.0
1991-07-19 15:00:00,8.41,209.0
1991-07-19 16:00:00,6.83,221.0
1991-07-19 17:00:00,5.0,206.0
1991-07-19 18:00:00,3.69,217.0
1991-07-19 19:00:00,4.91,220.0
1991-07-19 20:00:00,4.87,203.0
1991-07-19 21:00:00,5.02,189.0
1991-07-19 22:00:00,5.93,194.0
1991-07-19 23:00:00,5.87,190.0
1991-07-20 00:00:00,5.63,185.0
1991-07-20 01:00:00,5.97,207.0
