ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin,longterm_target_estimate
2006-10-29 18:00:00,2.7899516,33.34333392022376,2.19,249.0,30-60,240-270,4.2091054971361626
2006-10-29 19:00:00,2.1353493,41.14612821059782,2.18,221.0,30-60,210-240,3.421399591932376
2006-10-29 22:00:00,0.8261692,127.83475735263652,2.28,224.0,120-150,210-240,2.3113882291382106
2006-10-29 23:00:00,1.575188,145.83491071970371,2.28,211.0,120-150,210-240,3.0500029476065817
2006-10-30 01:00:00,3.5144198,185.57551282669576,2.2,269.0,180-210,240-270,5.238122428413533
2006-10-30 02:00:00,3.7973645,199.06533664718333,4.17,215.0,180-210,210-240,5.545391994468988
2006-10-30 03:00:00,4.4295692,198.7825519077102,4.77,230.0,180-210,210-240,6.231947578748246
2006-10-30 04:00:00,4.825863,203.06458820253675,3.38,226.0,180-210,210-240,6.662310911075966
2006-10-30 05:00:00,5.128067,200.72586733627887,5.74,196.0,180-210,180-210,6.990495506653204
2006-10-30 06:00:00,5.9287577,197.02002076432004,5.36,219.0,180-210,210-240,7.860021897971504
2006-10-30 07:00:00,6.7588167,195.41507316699727,6.04,209.0,180-210,180-210,8.761441393478666
2006-10-30 08:00:00,7.2859507,197.5403201937856,8.03,203.0,180-210,180-210,9.333893308757787
2006-10-30 09:00:00,7.8648205,202.6771469148513,7.94,215.0,180-210,210-240,9.962528770912082
2006-10-30 10:00:00,8.4377165,209.4353476887985,7.75,222.0,180-210,210-240,10.584676863153803
2006-10-30 11:00:00,8.698602,217.3341772429657,8.84,222.0,210-240,210-240,11.445569047419584
2006-10-30 12:00:00,8.421065,222.2381659140941,9.75,228.0,210-240,210-240,11.132448128180211
2006-10-30 13:00:00,8.725665,226.42981805698787,10.49,239.0,210-240,210-240,11.476101882455543
2006-10-30 14:00:00,7.9077525,225.12731500446256,10.09,243.0,210-240,240-270,10.55332216711174
2006-10-30 15:00:00,7.7796655,225.1278754019315,9.58,247.0,210-240,240-270,10.408812717263203
2006-10-30 16:00:00,7.469682,223.4423188187212,8.28,249.0,210-240,240-270,10.059085226986092
2006-10-30 17:00:00,7.2732162,218.54526535403235,10.09,242.0,210-240,240-270,9.837429909334396
2006-10-30 18:00:00,7.6467032,215.9879271720585,10.19,239.0,210-240,210-240,10.258802889383743
2006-10-30 19:00:00,7.985448,216.1441957573319,9.59,237.0,210-240,210-240,10.640979259249951
2006-10-30 20:00:00,7.778031,217.1075939831576,10.99,240.0,210-240,210-240,10.406968652715063
2006-10-30 21:00:00,7.8082113,220.102771538437,10.47,235.0,210-240,210-240,10.44101846689811
2006-10-30 22:00:00,8.866484,224.6516355733237,9.99,236.0,210-240,210-240,11.634975743333081
2006-10-30 23:00:00,9.280953,230.95689525651068,9.79,241.0,210-240,240-270,12.102585158568614
2006-10-31 00:00:00,9.118785,230.160413291266,10.28,250.0,210-240,240-270,11.9196250731342
2006-10-31 01:00:00,8.852947,230.8500023591444,11.84,255.0,210-240,240-270,11.619703120642258
2006-10-31 02:00:00,9.347215,235.93165158159653,11.04,253.0,210-240,240-270,12.17734282457581
2006-10-31 03:00:00,9.529749,240.26805533933617,10.79,261.0,240-270,240-270,12.264781735487475
2006-10-31 04:00:00,9.724755,241.8119980511273,11.53,256.0,240-270,240-270,12.484567879297266
2006-10-31 05:00:00,10.516031,246.7679459751164,12.74,267.0,240-270,240-270,13.376394288378215
2006-10-31 06:00:00,11.078246,251.90911913346133,14.18,278.0,240-270,270-300,14.010052057072635
2006-10-31 07:00:00,10.390976,249.3217016724924,12.74,268.0,240-270,240-270,13.235448080496745
2006-10-31 08:00:00,9.980589,247.24532389427333,13.78,265.0,240-270,240-270,12.77291166520865
2006-10-31 10:00:00,10.725824,275.97296361959906,13.53,260.0,270-300,240-270,12.847145112480584
2006-10-31 11:00:00,11.665138,275.45035339982223,12.77,278.0,270-300,270-300,13.84148141052643
2006-10-31 12:00:00,11.640423,269.82261958052794,16.24,302.0,240-270,300-330,14.64366699696453
