ob_time,ref_wind_speed,ref_wind_direction,target_wind_speed,target_wind_direction,bin,target_bin,prediction,longterm_target_estimate
2013-01-02 01:00:00,10.516035,296.76181493443977,10.0,280.0,270-300,270-300,9.59000932979342,9.787422876896102
2013-01-02 02:00:00,10.176671,300.8016983763644,9.0,290.0,300-330,270-300,9.8140185812439,11.078548262589155
2013-01-02 03:00:00,9.437571,300.3417610260988,11.0,290.0,300-330,270-300,10.540543155738398,10.29148123672325
2013-01-02 04:00:00,9.855774,301.2312110607536,10.0,290.0,300-330,270-300,10.313103875618067,10.736825292220749
2013-01-02 05:00:00,9.7858305,301.36621704799256,10.0,290.0,300-330,270-300,10.264982309379038,10.662342512456636
2013-01-02 06:00:00,9.523565,300.6241448162195,11.0,290.0,300-330,270-300,9.899373002240816,10.383056181686468
2013-01-02 07:00:00,9.142822,300.10450292624216,10.0,290.0,300-330,270-300,9.195904095499516,9.977603251596811
2013-01-02 08:00:00,8.45655,298.0465924810469,9.0,290.0,270-300,270-300,8.29661153133498,7.964828075126219
2013-01-02 09:00:00,7.8679414,293.50010330432,8.0,290.0,270-300,270-300,7.5953703423035765,7.443923589472258
2013-01-02 10:00:00,7.716211,291.13226691476643,7.0,290.0,270-300,270-300,6.971302572949814,7.309645826676965
2013-01-02 11:00:00,7.225489,282.79003129526404,6.0,280.0,270-300,270-300,6.720753595615154,6.875368632954203
2013-01-02 12:00:00,7.3214307,273.589808132395,6.0,270.0,270-300,240-270,6.4887005060168725,6.960274735058839
2013-01-02 13:00:00,7.224971,263.29790727579046,6.0,270.0,240-270,240-270,6.489141021628952,6.319401813496775
2013-01-02 14:00:00,7.6323247,253.59885169550685,6.0,260.0,240-270,240-270,6.570368293874853,6.617882326654851
2013-01-02 15:00:00,7.866405,248.7288961399484,5.0,240.0,240-270,210-240,6.538146768294685,6.78940012080818
2013-01-02 16:00:00,8.164709,243.36111610595265,6.0,240.0,240-270,210-240,7.01376816520643,7.00797658395828
2013-01-02 17:00:00,8.304603,240.0240174745765,7.0,240.0,240-270,210-240,6.823020839818225,7.110481195817055
2013-01-02 18:00:00,8.442485,236.41518217510304,6.0,230.0,210-240,210-240,7.5188818777504425,8.03459063668738
2013-01-02 19:00:00,8.59411,231.6063009976511,6.0,220.0,210-240,210-240,7.701633120510306,8.163046083034935
2013-01-02 20:00:00,9.065882,228.2086767489216,8.0,210.0,210-240,180-210,8.257183919906364,8.562727420771308
2013-01-02 21:00:00,9.741865,228.17646946637765,9.0,220.0,210-240,210-240,8.685149312620027,9.135414629268311
2013-01-02 22:00:00,10.680847,229.8253126596472,10.0,220.0,210-240,210-240,8.842715453948689,9.930912416060185
2013-01-02 23:00:00,9.851868,233.28125050078577,9.0,220.0,210-240,210-240,8.536225045518698,9.22860826135121
2013-01-03 00:00:00,9.73232,237.1203578800974,7.0,270.0,210-240,240-270,8.752543744222175,9.127328184187435
2013-01-03 01:00:00,10.212113,244.86266654982788,9.0,240.0,240-270,210-240,8.006166673501623,8.508172105839876
2013-01-03 02:00:00,10.234624,254.068512184686,8.0,240.0,240-270,210-240,8.219670783789665,8.52466660394239
2013-01-03 03:00:00,9.827298,261.2283637111728,9.0,260.0,240-270,240-270,8.730124728138517,8.226206387421398
2013-01-03 04:00:00,9.769009,264.8688501638361,9.0,260.0,240-270,240-270,8.563377453766256,8.183496254602005
2013-01-03 05:00:00,9.699659,266.6972437829346,8.0,260.0,240-270,240-270,8.542158243712837,8.132681388829305
2013-01-03 06:00:00,9.565186,269.74311758850484,9.0,270.0,240-270,240-270,8.548338005556884,8.034148909448595
2013-01-03 07:00:00,9.337039,274.0678157384569,9.0,270.0,270-300,240-270,8.26548074114945,8.744039710275572
2013-01-03 08:00:00,8.902879,273.59420086053973,9.0,270.0,270-300,240-270,7.895118898623665,8.359818529185924
2013-01-03 09:00:00,8.854403,273.20673532039973,9.0,270.0,270-300,240-270,7.85757057763655,8.316918432506125
2013-01-03 10:00:00,9.201837,280.0344686940033,9.0,280.0,270-300,270-300,7.834122615924555,8.624389184834069
2013-01-03 11:00:00,9.321222,280.532518582183,8.0,280.0,270-300,270-300,7.913246777490488,8.730042044849704
2013-01-03 12:00:00,9.205294,279.5382448264985,9.0,280.0,270-300,270-300,8.42340300627782,8.62744854687347
2013-01-03 13:00:00,9.126122,279.31533730383205,10.0,290.0,270-300,270-300,8.748760218639218,8.557383226831945
2013-01-03 14:00:00,9.643051,283.74680741588463,9.0,300.0,270-300,270-300,8.798033202944051,9.014852986642822
2013-01-03 15:00:00,9.351899,290.0508254856918,11.0,290.0,270-300,270-300,8.563417853086289,8.757190453667391
2013-01-03 16:00:00,8.495447,294.66881958553506,11.0,290.0,270-300,270-300,8.377389855646394,7.999250986681508
2013-01-03 17:00:00,7.949047,292.7896573004076,10.0,300.0,270-300,270-300,7.599356975157606,7.515700099111526
2013-01-03 18:00:00,7.2449436,290.7429170887814,8.0,290.0,270-300,270-300,7.207349382608508,6.89258548708546
2013-01-03 19:00:00,6.639647,287.6841467144154,6.0,300.0,270-300,270-300,6.962887094059752,6.356912521907765
2013-01-03 20:00:00,5.9718976,280.5798174580741,5.0,280.0,270-300,270-300,6.723921839817433,5.765970327463544
2013-01-03 21:00:00,5.975977,277.662687749769,7.0,280.0,270-300,270-300,6.407224509250528,5.769580498566679
2013-01-03 22:00:00,6.603445,276.9525665712566,7.0,280.0,270-300,270-300,6.258128297824399,6.324874620678248
2013-01-03 23:00:00,6.520273,273.58202810850287,6.0,260.0,270-300,240-270,5.824637654422629,6.251269396628156
2013-01-04 00:00:00,6.2131352,267.2192133996979,9.0,290.0,240-270,270-300,5.816963040765806,5.5779987801728765
2013-01-04 01:00:00,6.33165,262.4929555654411,6.0,270.0,240-270,240-270,6.050607565777172,5.664838198400394
2013-01-04 02:00:00,7.1683874,257.7951235428178,7.0,260.0,240-270,240-270,6.058230406180822,6.2779412794097365
2013-01-04 03:00:00,7.5400934,261.0552585658781,8.0,270.0,240-270,240-270,6.332934304414223,6.5503016326456
2013-01-04 04:00:00,7.8788524,261.1568388116576,8.0,270.0,240-270,240-270,6.558822808806486,6.798520711438592
2013-01-04 05:00:00,8.676168,264.7238476390682,7.0,270.0,240-270,240-270,6.902760694985176,7.382738234041038
2013-01-04 06:00:00,8.933448,271.6478075902331,8.0,280.0,270-300,270-300,6.991751167944248,8.386871360595379
2013-01-04 07:00:00,8.643432,272.6080895856668,8.0,280.0,270-300,270-300,7.520168732123076,8.130214160358381
2013-01-04 08:00:00,8.81765,269.6753762369901,8.0,280.0,240-270,270-300,7.492661233451621,7.486406422061991
2013-01-04 09:00:00,8.970832,269.8070070359088,7.0,270.0,240-270,240-270,7.386616113073698,7.598647557877329
2013-01-04 10:00:00,8.923566,274.1214820255482,8.0,270.0,270-300,240-270,7.542230074965776,8.37812602774222
2013-01-04 11:00:00,9.09518,275.8358011661828,9.0,280.0,270-300,270-300,7.807753145443567,8.53000029937369
2013-01-04 12:00:00,9.207053,276.95318123589203,8.0,280.0,270-300,270-300,7.98603794578083,8.629005219661238
2013-01-04 13:00:00,9.116253,279.13769607928896,9.0,270.0,270-300,240-270,8.071824882695665,8.54864939866681
2013-01-04 14:00:00,9.076372,279.64388053075385,9.0,290.0,270-300,270-300,8.139980774297667,8.513355670725417
2013-01-04 15:00:00,8.950275,280.08141335228885,8.0,280.0,270-300,270-300,7.810003349984825,8.40176285178341
2013-01-04 16:00:00,8.948652,283.60290987721925,8.0,280.0,270-300,270-300,7.9233816490058855,8.400326535731935
2013-01-04 17:00:00,8.788457,287.60447589272377,8.0,290.0,270-300,270-300,7.9863551548712906,8.258557805068916
2013-01-04 18:00:00,8.423255,287.55447814889493,8.0,290.0,270-300,270-300,8.107947263490223,7.935362799134926
2013-01-04 19:00:00,8.3108,287.1680513049233,8.0,290.0,270-300,270-300,8.271721331201096,7.835842822814132
2013-01-04 20:00:00,8.41914,288.45254602376826,8.0,290.0,270-300,270-300,8.439949550644018,7.931721122886115
2013-01-04 21:00:00,8.684076,289.0999184761324,8.0,290.0,270-300,270-300,8.624364150433845,8.16618312498941
2013-01-04 22:00:00,8.775515,292.7379721477574,9.0,290.0,270-300,270-300,7.85326933790013,8.247104445649205
2013-01-04 23:00:00,8.202155,293.7406897718887,9.0,290.0,270-300,270-300,7.44265868776041,7.739694605061494
2013-01-05 00:00:00,7.4054585,292.36458173093035,5.0,250.0,270-300,240-270,7.394555689014612,7.034637321571564
2013-01-05 01:00:00,7.041386,290.668502354428,9.0,290.0,270-300,270-300,7.182672486461664,6.712441896031992
2013-01-05 02:00:00,7.0279493,290.2520715705118,9.0,290.0,270-300,270-300,6.528325892284015,6.70055073898402
2013-01-05 03:00:00,6.878723,291.85561403444314,8.0,280.0,270-300,270-300,6.59125711829121,6.5684890445956885
2013-01-05 04:00:00,6.792552,292.0019683916678,8.0,290.0,270-300,270-300,6.621812559181814,6.492229777515174
2013-01-05 05:00:00,6.5845814,293.3790385439337,8.0,300.0,270-300,270-300,6.088842312761619,6.308180787364257
2013-01-05 06:00:00,6.142739,295.7437124754427,6.0,290.0,270-300,270-300,5.951268633230841,5.917160866635759
2013-01-05 07:00:00,5.505435,297.79228057154853,5.0,310.0,270-300,300-330,5.71264286248883,5.353162120567128
2013-01-05 08:00:00,4.9909406,296.8292730439108,5.0,300.0,270-300,270-300,5.773503875019021,4.897846923331064
2013-01-05 09:00:00,4.7761617,292.5992704308603,5.0,290.0,270-300,270-300,5.470332696190925,4.707772751064768
2013-01-05 10:00:00,5.3802977,295.0596777643584,6.0,290.0,270-300,270-300,4.997113398474953,5.242418613094377
2013-01-05 11:00:00,5.020889,292.11563211499714,5.0,290.0,270-300,270-300,4.889414576751152,4.924350538633592
2013-01-05 12:00:00,4.8444986,286.83584535179574,5.0,290.0,270-300,270-300,4.825352492189695,4.768249267625494
2013-01-05 13:00:00,4.7966485,283.736525693128,5.0,290.0,270-300,270-300,4.539316630231157,4.725903077425435
2013-01-05 14:00:00,4.5712104,281.1121307158552,5.0,300.0,270-300,270-300,4.455413317755387,4.526395768957115
2013-01-05 15:00:00,4.177881,272.703107101984,4.0,290.0,270-300,270-300,4.363809451889054,4.178308689020495
2013-01-05 16:00:00,4.2140265,265.02916773028085,4.0,280.0,240-270,270-300,4.26148520578734,4.113190701506166
2013-01-05 17:00:00,4.1189213,258.52578135606825,4.0,280.0,240-270,270-300,4.1476765325775515,4.043504213080993
2013-01-05 18:00:00,4.3337927,252.46446928381383,3.0,250.0,240-270,240-270,4.537780219535602,4.2009470587823925
2013-01-05 19:00:00,4.564059,249.723557765717,4.0,260.0,240-270,240-270,4.707699905047529,4.369670218500867
2013-01-05 20:00:00,5.563086,255.01431615765136,4.0,260.0,240-270,240-270,4.934854377115587,5.101687852362482
2013-01-05 21:00:00,6.5433373,261.777629725494,5.0,250.0,240-270,240-270,5.109321536834864,5.819947956659735
2013-01-05 22:00:00,5.846247,251.4961851146922,5.0,250.0,240-270,240-270,5.352740100477264,5.30916857632879
2013-01-05 23:00:00,6.3303924,249.30677089703977,5.0,250.0,240-270,240-270,6.036717470934138,5.663916716422086
2013-01-06 00:00:00,6.399834,251.93554256423857,3.0,300.0,240-270,270-300,5.617812701869047,5.714798700315979
2013-01-06 01:00:00,7.08037,260.5943070630858,5.0,250.0,240-270,240-270,5.538400456437998,6.213448238794566
2013-01-06 02:00:00,7.524465,275.01719290169723,7.0,280.0,270-300,270-300,6.132636413322706,7.139955218170387
2013-01-06 03:00:00,6.8349476,280.3506848018075,7.0,290.0,270-300,270-300,6.37063144369433,6.529748866111554
2013-01-06 04:00:00,6.4787736,279.893766881107,7.0,290.0,270-300,270-300,6.780716023830951,6.214543423524895
2013-01-06 05:00:00,6.833827,282.2470293650148,7.0,290.0,270-300,270-300,6.609765693889994,6.528757162003555
2013-01-06 06:00:00,7.606783,286.3333733242522,7.0,290.0,270-300,270-300,7.0480267084970185,7.212804672714651
2013-01-06 07:00:00,7.675331,287.4029642567548,7.0,290.0,270-300,270-300,7.537022039687767,7.27346800770943
2013-01-06 08:00:00,7.857224,290.31071594914755,7.0,290.0,270-300,270-300,7.723248870623263,7.434438947666909
